target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	884.523	1266	535.296
NM_001011562.1	863	499.105	50.6228	37.9336
NM_001011563.1	2084	1717.52	591	128.693
NM_001011564.2	1326	959.523	56	21.8274
NM_001011565.1	3023	2656.52	39.7642	5.59819
NM_001011566.1	1503	1136.52	0	0
NM_001011567.1	4030	3663.52	0	0
NM_001011568.1	2077	1710.52	0	0
NM_001011570.1	582	260.955	34	48.7285
NM_001011571.1	2093	1726.52	0	0
NM_001011572.1	2346	1979.52	45997	8690.37
NM_001011573.1	3160	2793.52	0	0
NM_001011574.1	1940	1573.52	7	1.66377
NM_001011575.1	2163	1796.52	8	1.66543
NM_001011576.1	1195	828.523	0	0
NM_001011577.1	2389	2022.52	45.2708	8.37133
NM_001011578.1	5441	5074.52	1183	87.1885
NM_001011579.1	1430	1063.52	0	0
NM_001011580.1	1544	1177.52	0	0
NM_001011581.1	2439	2072.52	14.2628	2.5738
NM_001011582.1	356	139.242	4	10.7438
NM_001011583.2	635	299.157	48014	60025.8
NM_001011584.1	1606	1239.52	0	0
NM_001011585.1	1638	1271.52	5.85816	1.72308
NM_001011586.1	2205	1838.52	113	22.9868
NM_001011587.1	496	207.193	511.624	923.519
NM_001011588.1	724	371.387	5	5.03515
NM_001011589.1	624	290.915	228	293.115
NM_001011590.1	574	255.524	0	0
NM_001011591.1	584	262.327	0	0
NM_001011592.1	1590	1223.52	378.722	115.765
NM_001011593.1	548	238.487	0	0
NM_001011594.1	4195	3828.52	10.0607	0.9828
NM_001011595.1	2818	2451.52	0	0
NM_001011596.1	4100	3733.52	48	4.8083
NM_001011597.1	2673	2306.52	0	0
NM_001011598.1	1624	1257.52	1389	413.101
NM_001011599.1	1942	1575.52	0	0
NM_001011600.1	2052	1685.52	21	4.65966
NM_001011601.1	1830	1463.52	0	0
NM_001011602.1	2795	2428.52	47	7.23811
NM_001011603.1	1683	1316.52	651.642	185.119
NM_001011604.3	685	338.582	955.645	1055.61
NM_001011605.1	1448	1081.52	14	4.8413
NM_001011606.1	1757	1390.52	0	0
NM_001011607.2	381	149.89	31370	78272.6
NM_001011608.1	1873	1506.52	26	6.45457
NM_001011610.1	1612	1245.52	0	0
NM_001011611.2	369	144.712	265	684.875
NM_001011612.1	304	118.626	0	0
NM_001011613.1	710	359.42	10948	11392.1
NM_001011614.1	688	341.045	9878	10832.5
NM_001011615.1	664	321.643	31918	37113.5
NM_001011616.2	680	334.5	22587	25254.1
NM_001011617.1	374	146.854	897	2284.42
NM_001011618.1	523	222.986	452	758.108
NM_001011619.1	1559	1192.52	161.337	50.5984
NM_001011620.1	957	590.91	0	0
NM_001011621.1	3254	2887.52	0	0
NM_001011622.1	1529	1162.52	0	0
NM_001011623.1	3376	3009.52	0	0
NM_001011624.1	4969	4602.52	1.34523	0.109313
NM_001011625.2	1940	1573.52	0	0
NM_001011626.2	755	398.583	529	496.371
NM_001011627.1	2520	2153.52	123	21.3612
NM_001011628.2	1386	1019.52	121.861	44.703
NM_001011629.1	14440	14073.5	5809.5	154.385
NM_001011630.1	630	295.391	329.785	417.545
NM_001011631.1	1741	1374.52	0	0
NM_001011632.2	2009	1642.52	0	0
NM_001011633.1	1533	1166.52	0	0
NM_001011634.2	3754	3387.52	0	0
NM_001011635.1	1447	1080.52	5	1.73064
NM_001011636.1	570	252.842	631	933.362
NM_001011637.1	1369	1002.52	0	0
