target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	884.523	604	878.268
NM_001011562.1	863	499.105	11.9937	30.9071
NM_001011563.1	2084	1717.52	36	26.9587
NM_001011564.2	1326	959.523	32	42.8937
NM_001011565.1	3023	2656.52	1.00829	0.488169
NM_001011566.1	1503	1136.52	1.37512	1.55618
NM_001011567.1	4030	3663.52	1	0.351075
NM_001011568.1	2077	1710.52	0	0
NM_001011570.1	582	260.955	52	256.293
NM_001011571.1	2093	1726.52	0	0
NM_001011572.1	2346	1979.52	469	304.727
NM_001011573.1	3160	2793.52	0	0
NM_001011574.1	1940	1573.52	8	6.53907
NM_001011575.1	2163	1796.52	6	4.29554
NM_001011576.1	1195	828.523	4	6.20947
NM_001011577.1	2389	2022.52	3.10128	1.97218
NM_001011578.1	5441	5074.52	29	7.35024
NM_001011579.1	1430	1063.52	1	1.20935
NM_001011580.1	1544	1177.52	0	0
NM_001011581.1	2439	2072.52	17.9503	11.1397
NM_001011582.1	356	139.242	0	0
NM_001011583.2	635	299.157	5206	22382.2
NM_001011584.1	1606	1239.52	0	0
NM_001011585.1	1638	1271.52	2.03466	2.0581
NM_001011586.1	2205	1838.52	0	0
NM_001011587.1	496	207.193	19.9469	123.823
NM_001011588.1	724	371.387	1	3.46315
NM_001011589.1	624	290.915	15	66.3168
NM_001011590.1	574	255.524	0	0
NM_001011591.1	584	262.327	0	0
NM_001011592.1	1590	1223.52	417.32	438.688
NM_001011593.1	548	238.487	0	0
NM_001011594.1	4195	3828.52	0	0
NM_001011595.1	2818	2451.52	0	0
NM_001011596.1	4100	3733.52	27	9.3013
NM_001011597.1	2673	2306.52	0	0
NM_001011598.1	1624	1257.52	230	235.24
NM_001011599.1	1942	1575.52	0	0
NM_001011600.1	2052	1685.52	6	4.57842
NM_001011601.1	1830	1463.52	0	0
NM_001011602.1	2795	2428.52	4	2.11844
NM_001011603.1	1683	1316.52	159.622	155.942
NM_001011604.3	685	338.582	630.279	2394.24
NM_001011605.1	1448	1081.52	3	3.56767
NM_001011606.1	1757	1390.52	0	0
NM_001011607.2	381	149.89	9399	80650.4
NM_001011608.1	1873	1506.52	18	15.3672
NM_001011610.1	1612	1245.52	2	2.06527
