target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	884.523	6471	579.003
NM_001011562.1	863	499.105	232.001	36.7889
NM_001011563.1	2084	1717.52	281	12.9486
NM_001011564.2	1326	959.523	900	74.2345
NM_001011565.1	3023	2656.52	10.7999	0.321753
NM_001011566.1	1503	1136.52	0	0
NM_001011567.1	4030	3663.52	0	0
NM_001011568.1	2077	1710.52	0	0
NM_001011570.1	582	260.955	494	149.823
NM_001011571.1	2093	1726.52	14.0852	0.645666
NM_001011572.1	2346	1979.52	109049	4359.93
NM_001011573.1	3160	2793.52	3.07996	0.0872591
NM_001011574.1	1940	1573.52	53	2.66576
NM_001011575.1	2163	1796.52	89	3.92081
NM_001011576.1	1195	828.523	8.63044	0.824417
NM_001011577.1	2389	2022.52	420.066	16.4377
NM_001011578.1	5441	5074.52	692	10.7927
NM_001011579.1	1430	1063.52	0	0
NM_001011580.1	1544	1177.52	4.36029	0.293066
NM_001011581.1	2439	2072.52	168.252	6.42508
NM_001011582.1	356	139.242	2	1.13678
NM_001011583.2	635	299.157	33057	8745.45
NM_001011584.1	1606	1239.52	0	0
NM_001011585.1	1638	1271.52	3.70398	0.230549
NM_001011586.1	2205	1838.52	196.051	8.43955
NM_001011587.1	496	207.193	543.654	207.666
NM_001011588.1	724	371.387	10	2.13104
NM_001011589.1	624	290.915	297	80.7994
NM_001011590.1	574	255.524	0	0
NM_001011591.1	584	262.327	0	0
NM_001011592.1	1590	1223.52	10692.4	691.642
NM_001011593.1	548	238.487	0	0
NM_001011594.1	4195	3828.52	26	0.537478
NM_001011595.1	2818	2451.52	8	0.258269
NM_001011596.1	4100	3733.52	109.82	2.32799
NM_001011597.1	2673	2306.52	0	0
NM_001011598.1	1624	1257.52	508	31.9717
NM_001011599.1	1942	1575.52	3	0.150701
NM_001011600.1	2052	1685.52	277	13.0066
NM_001011601.1	1830	1463.52	0	0
NM_001011602.1	2795	2428.52	101	3.29153
NM_001011603.1	1683	1316.52	2026.45	121.822
NM_001011604.3	685	338.582	4905.29	1146.62
NM_001011605.1	1448	1081.52	45	3.29303
NM_001011606.1	1757	1390.52	2	0.113834
NM_001011607.2	381	149.89	84529	44632.4
NM_001011608.1	1873	1506.52	76	3.9926
NM_001011610.1	1612	1245.52	9	0.571886
NM_001011611.2	369	144.712	779	426.041
NM_001011612.1	304	118.626	0	0
NM_001011613.1	710	359.42	157261	34628.8
NM_001011614.1	688	341.045	5532	1283.78
NM_001011615.1	664	321.643	305697	75220.4
NM_001011616.2	680	334.5	133824	31663.3
NM_001011617.1	374	146.854	38037	20499.3
NM_001011618.1	523	222.986	507	179.949
NM_001011619.1	1559	1192.52	38.7174	2.56955
NM_001011620.1	957	590.91	0	0
NM_001011621.1	3254	2887.52	1.38154	0.0378666
NM_001011622.1	1529	1162.52	6	0.408477
NM_001011623.1	3376	3009.52	0	0
NM_001011624.1	4969	4602.52	0	0
NM_001011625.2	1940	1573.52	0	0
NM_001011626.2	755	398.583	2279	452.526
NM_001011627.1	2520	2153.52	273	10.033
NM_001011628.2	1386	1019.52	495.812	38.4891
NM_001011629.1	14440	14073.5	2751.13	15.4713
NM_001011630.1	630	295.391	741.637	198.707
NM_001011631.1	1741	1374.52	13.1005	0.754316
NM_001011632.2	2009	1642.52	0	0
NM_001011633.1	1533	1166.52	41.2567	2.7991
NM_001011634.2	3754	3387.52	7.07042	0.165189
NM_001011635.1	1447	1080.52	102	7.4711
NM_001011636.1	570	252.842	621	194.384
NM_001011637.1	1369	1002.52	0.751191	0.0593027
NM_001011638.1	584	262.327	140	42.2381
NM_001011639.2	1806	1439.52	1	0.0549794
NM_001011640.1	991	624.58	2488	315.269
NM_001011641.1	970	603.765	56.742	7.43798
NM_001011643.1	2378	2011.52	0	0
NM_001011644.2	1200	833.523	40	3.79805
NM_001011650.1	2242	1875.52	1	0.0421984
NM_001011652.2	969	602.775	13	1.70689
NM_001011653.2	898	532.99	125.893	18.694
NM_001011654.2	749	393.249	268.593	54.0563
NM_001012429.1	672	328.032	1126.24	271.726
NM_001012615.1	1097	730.523	6	0.650034
NM_001012627.1	3153	2786.52	0	0
NM_001012962.1	3606	3239.52	15	0.366462
NM_001012963.1	502	210.619	0	0
NM_001013006.1	2991	2624.52	0	0
NM_001013359.2	1964	1597.52	123.599	6.12333
NM_001013361.1	4113	3746.52	170	3.59119
NM_001014429.1	1427	1060.52	47	3.50749
NM_001014430.1	438	176.415	0	0
NM_001014983.1	3250	2883.52	0	0
NM_001014991.1	7242	6875.52	96.0865	1.10605
NM_001014992.2	2498	2131.52	224.125	8.32183
NM_001014993.1	1386	1019.52	3173.29	246.338
NM_001014994.1	1892	1525.52	784.906	40.7209
NM_001024697.1	1793	1426.52	1166	64.6901
NM_001032361.1	3585	3218.52	0	0
NM_001037318.2	2515	2148.52	9	0.331528
NM_001039968.1	1349	982.523	0	0
NM_001040203.1	644	306.019	0	0
NM_001040204.1	793	433.065	96.0774	17.5585
NM_001040205.1	698	349.329	667	151.115
NM_001040206.1	682	336.129	2517.3	592.715
NM_001040207.1	1179	812.523	577	56.2029
NM_001040208.1	582	260.955	52	15.7709
NM_001040209.1	588	265.086	421.886	125.958
NM_001040220.1	483	199.93	0	0
NM_001040221.1	459	187.084	0	0
NM_001040223.1	555	242.982	4	1.30288
NM_001040224.1	399	157.909	0	0
NM_001040225.1	407	161.574	6.97702	3.41756
NM_001040226.1	432	173.461	19	8.66904
NM_001040227.1	724	371.387	851.703	181.501
NM_001040229.1	453	183.983	2	0.860341
NM_001040230.1	13107	12740.5	70.2738	0.43654
NM_001040231.1	363	142.17	0	0
NM_001040233.1	1647	1280.52	10854.9	670.901
NM_001040234.1	1500	1133.52	600.951	41.9592
NM_001040235.2	6077	5710.52	0	0
NM_001040236.1	1767	1400.52	24345	1375.74
NM_001040237.1	5107	4740.52	453.872	7.57749
NM_001040255.1	1893	1526.52	46.1116	2.3907
NM_001040256.1	767	409.346	875.17	169.208
NM_001040257.1	1554	1187.52	0	0
NM_001040258.1	1250	883.523	3234.61	289.749
NM_001040259.1	1743	1376.52	14651	842.369
NM_001040262.2	438	176.415	0	0
NM_001040263.1	1550	1183.52	371	24.8094
NM_001040264.1	1600	1233.52	179	11.4848
NM_001040265.1	1689	1322.52	35.0817	2.0994
NM_001040266.2	1599	1232.52	0	0
NM_001040267.1	1895	1528.52	28.3328	1.46702
NM_001040269.1	1397	1030.52	8.01892	0.615852
NM_001040270.1	509	214.676	167	61.5676
NM_001040277.1	2150	1783.52	11.6215	0.515704
NM_001040681.1	2499	2132.52	42	1.55874
NM_001042458.1	1737	1370.52	36.8247	2.12653
NM_001042460.1	1794	1427.52	571.265	31.6718
NM_001077808.1	5328	4961.52	2.4171	0.0385565
NM_001077809.1	1344	977.523	0	0
NM_001077810.1	354	138.413	19	10.8641
NM_001077811.1	1287	920.523	0	0
NM_001077812.1	1470	1103.52	3	0.215158
NM_001077813.1	3226	2859.52	0.000484217	1.34018e-05
NM_001077814.1	387	152.529	0	0
NM_001077815.1	1855	1488.52	0	0
NM_001077816.1	1530	1163.52	0	0
NM_001077817.1	1194	827.523	1	0.0956397
NM_001077818.1	1707	1340.52	0	0
NM_001077819.1	378	148.584	3	1.59797
NM_001077820.1	351	137.175	20	11.5391
NM_001077821.1	4097	3730.52	0	0
NM_001077822.1	1533	1166.52	0	0
NM_001077823.2	516	218.798	0	0
NM_001077824.1	1842	1475.52	0	0
NM_001077825.1	1158	791.523	0	0
NM_001078661.1	315	122.838	0	0
NM_001079560.1	1607	1240.52	0	0
NM_001079561.1	1701	1334.52	0	0
NM_001080094.2	2123	1756.52	0	0
NM_001080095.1	1590	1223.52	0	0
NM_001080110.1	2703	2336.52	0	0
NM_001080205.1	2713	2346.52	265	8.93798
NM_001083630.1	1713	1346.52	43.1432	2.53581
NM_001085344.1	515	218.205	9830	3565.39
NM_001085345.1	1491	1124.52	75373	5304.76
NM_001085346.1	509	214.676	40149	14801.7
NM_001097154.2	1766	1399.52	3439.78	194.522
NM_001098167.1	767	409.346	312.001	60.3231
NM_001098214.1	1863	1496.52	0	0
NM_001098215.2	2635	2268.52	0	0
NM_001098217.1	2187	1820.52	16.1452	0.701883
NM_001098218.1	2148	1781.52	0	0
NM_001098219.1	2139	1772.52	0	0
NM_001098220.1	1806	1439.52	0	0
NM_001098221.1	1763	1396.52	0	0
NM_001098223.1	1436	1069.52	130	9.61992
NM_001098224.2	1333	966.523	164	13.4292
NM_001098228.1	1286	919.523	675.572	58.147
NM_001098229.1	1284	917.523	86	7.41822
NM_001098232.1	1146	779.523	0	0
NM_001098234.1	462	188.651	0	0
NM_001098717.1	2199	1832.52	26	1.1229
NM_001101023.1	3033	2666.52	21.4046	0.635302
NM_001104949.1	3122	2755.52	7.39583	0.212423
NM_001110712.2	754	397.692	3	0.597026
NM_001110764.1	2606	2239.52	228	8.05745
NM_001111255.1	2504	2137.52	0	0
NM_001112670.1	3330	2963.52	327.154	8.73699
NM_001112671.1	3001	2634.52	459.625	13.8076
NM_001112672.2	1701	1334.52	92.8827	5.50842
NM_001113285.1	2779	2412.52	13.1242	0.430545
NM_001113739.1	1509	1142.52	294.912	20.4289
NM_001114188.1	1950	1583.52	0	0
NM_001114198.1	730	376.578	5585.79	1173.94
NM_001115078.1	2659	2292.52	94.6481	3.26751
NM_001123013.2	6157	5790.52	111	1.51713
NM_001126243.2	2949	2582.52	2366.31	72.518
NM_001126244.1	1674	1307.52	17	1.02901
NM_001131037.1	1164	797.523	0	0
NM_001131038.1	2722	2355.52	282	9.47502
NM_001134227.1	1704	1337.52	263.339	15.5823
NM_001134333.1	282	110.398	0	0
NM_001134371.1	591	267.171	123	36.4363
NM_001134668.1	2541	2174.52	660	24.0214
NM_001134669.1	584	262.327	0	0
NM_001134722.1	105	46.6708	0	0
NM_001134828.1	1495	1128.52	289	20.2678
NM_001134934.1	3281	2914.52	3.75583	0.10199
NM_001134935.1	2337	1970.52	0	0
