target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	884.523	5975	1094.63
NM_001011562.1	863	499.105	128.106	41.5928
NM_001011563.1	2084	1717.52	1252	118.125
NM_001011564.2	1326	959.523	343	57.9265
NM_001011565.1	3023	2656.52	64.3932	3.92794
NM_001011566.1	1503	1136.52	7.4953	1.06868
NM_001011567.1	4030	3663.52	0	0
NM_001011568.1	2077	1710.52	0	0
NM_001011570.1	582	260.955	296	183.808
NM_001011571.1	2093	1726.52	8.84629	0.830285
NM_001011572.1	2346	1979.52	7282	596.113
NM_001011573.1	3160	2793.52	0	0
NM_001011574.1	1940	1573.52	22	2.26563
NM_001011575.1	2163	1796.52	71.3931	6.43964
NM_001011576.1	1195	828.523	36	7.04104
NM_001011577.1	2389	2022.52	40.6095	3.25367
NM_001011578.1	5441	5074.52	3397	108.477
NM_001011579.1	1430	1063.52	11	1.67604
NM_001011580.1	1544	1177.52	0	0
NM_001011581.1	2439	2072.52	116.922	9.14186
NM_001011582.1	356	139.242	1	1.16377
NM_001011583.2	635	299.157	55716	30180
NM_001011584.1	1606	1239.52	0	0
NM_001011585.1	1638	1271.52	3.92669	0.500428
NM_001011586.1	2205	1838.52	0	0
NM_001011587.1	496	207.193	1454.72	1137.74
NM_001011588.1	724	371.387	18	7.85387
NM_001011589.1	624	290.915	296	164.878
NM_001011590.1	574	255.524	0	0
NM_001011591.1	584	262.327	0	0
NM_001011592.1	1590	1223.52	2951.26	390.871
NM_001011593.1	548	238.487	0	0
NM_001011594.1	4195	3828.52	25.9739	1.09937
NM_001011595.1	2818	2451.52	26	1.7186
NM_001011596.1	4100	3733.52	48.2173	2.09277
NM_001011597.1	2673	2306.52	2	0.140511
NM_001011598.1	1624	1257.52	1314	169.324
NM_001011599.1	1942	1575.52	1	0.102852
NM_001011600.1	2052	1685.52	102	9.80628
NM_001011601.1	1830	1463.52	7	0.775063
NM_001011602.1	2795	2428.52	93	6.20554
NM_001011603.1	1683	1316.52	1616.01	198.909
NM_001011604.3	685	338.582	4351.26	2082.53
NM_001011605.1	1448	1081.52	118	17.6801
NM_001011606.1	1757	1390.52	2	0.233072
NM_001011607.2	381	149.89	80962	87527.8
NM_001011608.1	1873	1506.52	257	27.6437
NM_001011610.1	1612	1245.52	24	3.12247
NM_001011611.2	369	144.712	1360	1522.91
NM_001011612.1	304	118.626	0	0
NM_001011613.1	710	359.42	52369	23610.8
NM_001011614.1	688	341.045	4776	2269.3
NM_001011615.1	664	321.643	14525	7317.81
NM_001011616.2	680	334.5	1020	494.131
NM_001011617.1	374	146.854	809	892.691
NM_001011618.1	523	222.986	1032	749.966
NM_001011619.1	1559	1192.52	28.4026	3.85949
NM_001011620.1	957	590.91	0	0
NM_001011621.1	3254	2887.52	1.00485	0.0563914
NM_001011622.1	1529	1162.52	12	1.6727
NM_001011623.1	3376	3009.52	0	0
NM_001011624.1	4969	4602.52	8.2289	0.289724
NM_001011625.2	1940	1573.52	0	0
NM_001011626.2	755	398.583	1002.43	407.542
NM_001011627.1	2520	2153.52	195	14.6732
NM_001011628.2	1386	1019.52	246.743	39.2182
NM_001011629.1	14440	14073.5	1371.21	15.7884
NM_001011630.1	630	295.391	424.647	232.954
