target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	884.523	19481	779.147
NM_001011562.1	863	499.105	627.147	44.4523
NM_001011563.1	2084	1717.52	2278	46.9211
NM_001011564.2	1326	959.523	1137	41.9201
NM_001011565.1	3023	2656.52	62.5485	0.832952
NM_001011566.1	1503	1136.52	0	0
NM_001011567.1	4030	3663.52	6.10882	0.0589896
NM_001011568.1	2077	1710.52	1.7381	0.0359471
NM_001011570.1	582	260.955	3750	508.373
NM_001011571.1	2093	1726.52	21.2846	0.436124
NM_001011572.1	2346	1979.52	247536	4423.79
NM_001011573.1	3160	2793.52	0	0
NM_001011574.1	1940	1573.52	210	4.72132
NM_001011575.1	2163	1796.52	155	3.05222
NM_001011576.1	1195	828.523	175.612	7.49839
NM_001011577.1	2389	2022.52	408.449	7.14433
NM_001011578.1	5441	5074.52	2620	18.2651
NM_001011579.1	1430	1063.52	9	0.299373
NM_001011580.1	1544	1177.52	9	0.27039
NM_001011581.1	2439	2072.52	1034.3	17.6548
NM_001011582.1	356	139.242	2	0.508132
NM_001011583.2	635	299.157	138052	16325.3
NM_001011584.1	1606	1239.52	0	0
NM_001011585.1	1638	1271.52	30.7745	0.856217
NM_001011586.1	2205	1838.52	0	0
NM_001011587.1	496	207.193	1457.27	248.819
NM_001011588.1	724	371.387	57	5.42956
NM_001011589.1	624	290.915	800	97.2838
NM_001011590.1	574	255.524	7	0.969133
NM_001011591.1	584	262.327	1	0.134857
NM_001011592.1	1590	1223.52	11795.6	341.055
NM_001011593.1	548	238.487	0	0
NM_001011594.1	4195	3828.52	38.0166	0.351285
NM_001011595.1	2818	2451.52	45.7521	0.660225
NM_001011596.1	4100	3733.52	777.726	7.36927
NM_001011597.1	2673	2306.52	18.9954	0.291345
NM_001011598.1	1624	1257.52	13499	379.754
NM_001011599.1	1942	1575.52	14	0.314355
NM_001011600.1	2052	1685.52	365	7.66082
NM_001011601.1	1830	1463.52	14	0.338412
NM_001011602.1	2795	2428.52	396	5.7686
NM_001011603.1	1683	1316.52	6389.2	171.686
NM_001011604.3	685	338.582	10826.7	1131.23
NM_001011605.1	1448	1081.52	241	7.88313
NM_001011606.1	1757	1390.52	13	0.330737
NM_001011607.2	381	149.89	275312	64978.3
NM_001011608.1	1873	1506.52	615	14.4416
NM_001011610.1	1612	1245.52	18	0.511255
NM_001011611.2	369	144.712	814	198.993
NM_001011612.1	304	118.626	0	0
NM_001011613.1	710	359.42	598737	58932
NM_001011614.1	688	341.045	6651	689.911
NM_001011615.1	664	321.643	891278	98029.5
NM_001011616.2	680	334.5	331700	35080.5
NM_001011617.1	374	146.854	30941	7453.59
NM_001011618.1	523	222.986	814	129.141
NM_001011619.1	1559	1192.52	115.24	3.41864
NM_001011620.1	957	590.91	4	0.239472
NM_001011621.1	3254	2887.52	10.0456	0.123074
NM_001011622.1	1529	1162.52	2	0.0608619
NM_001011623.1	3376	3009.52	0	0
NM_001011624.1	4969	4602.52	17.1741	0.132007
NM_001011625.2	1940	1573.52	0	0
NM_001011626.2	755	398.583	4794.01	425.498
NM_001011627.1	2520	2153.52	1861	30.5713
NM_001011628.2	1386	1019.52	986.158	34.2189
NM_001011629.1	14440	14073.5	3135.28	7.88116
NM_001011630.1	630	295.391	1479.92	177.239
NM_001011631.1	1741	1374.52	23.7866	0.612205
NM_001011632.2	2009	1642.52	1.98898	0.0428387
NM_001011633.1	1533	1166.52	226.99	6.88385
NM_001011634.2	3754	3387.52	43.4796	0.454067
NM_001011635.1	1447	1080.52	329	10.7716
NM_001011636.1	570	252.842	5281	738.898
NM_001011637.1	1369	1002.52	15.1316	0.533957
NM_001011638.1	584	262.327	203	27.3761
NM_001011639.2	1806	1439.52	11	0.270328
NM_001011640.1	991	624.58	8715	493.624
NM_001011641.1	970	603.765	333.633	19.5487
NM_001011643.1	2378	2011.52	29	0.510023
NM_001011644.2	1200	833.523	62	2.63143
NM_001011650.1	2242	1875.52	2	0.0377246
NM_001011652.2	969	602.775	99	5.81028
NM_001011653.2	898	532.99	37.1885	2.46835
NM_001011654.2	749	393.249	789.892	71.0588
NM_001012429.1	672	328.032	4368.22	471.091
NM_001012615.1	1097	730.523	96	4.64895
NM_001012627.1	3153	2786.52	0	0
NM_001012962.1	3606	3239.52	59	0.6443
NM_001012963.1	502	210.619	2	0.335931
NM_001013006.1	2991	2624.52	0	0
NM_001013359.2	1964	1597.52	471.825	10.4484
NM_001013361.1	4113	3746.52	744	7.02525
NM_001014429.1	1427	1060.52	256	8.53959
NM_001014430.1	438	176.415	3.87628	0.777313
NM_001014983.1	3250	2883.52	0	0
NM_001014991.1	7242	6875.52	177.363	0.912587
NM_001014992.2	2498	2131.52	491.325	8.15448
NM_001014993.1	1386	1019.52	6519.77	226.231
NM_001014994.1	1892	1525.52	4773.03	110.686
NM_001024697.1	1793	1426.52	1673	41.4891
NM_001032361.1	3585	3218.52	5.12209	0.0562999
NM_001037318.2	2515	2148.52	12.3227	0.202901
NM_001039968.1	1349	982.523	3.9081	0.140715
NM_001040203.1	644	306.019	4.38049	0.506397
NM_001040204.1	793	433.065	195.758	15.9913
NM_001040205.1	698	349.329	719	72.8133
NM_001040206.1	682	336.129	3611.46	380.096
NM_001040207.1	1179	812.523	930	40.4916
NM_001040208.1	582	260.955	1158	156.986
NM_001040209.1	588	265.086	564.232	75.2986
NM_001040220.1	483	199.93	13	2.30029
NM_001040221.1	459	187.084	0	0
NM_001040223.1	555	242.982	392	57.0728
NM_001040224.1	399	157.909	3	0.672098
NM_001040225.1	407	161.574	67.5793	14.7965
NM_001040226.1	432	173.461	43	8.7697
NM_001040227.1	724	371.387	882.543	84.0671
NM_001040229.1	453	183.983	8.81038	1.69408
NM_001040230.1	13107	12740.5	84.3772	0.234291
NM_001040231.1	363	142.17	0	0
NM_001040233.1	1647	1280.52	13347.7	368.754
NM_001040234.1	1500	1133.52	4790.09	149.496
NM_001040235.2	6077	5710.52	0	0
NM_001040236.1	1767	1400.52	49565	1251.99
NM_001040237.1	5107	4740.52	300.337	2.2413
NM_001040255.1	1893	1526.52	192.14	4.45278
NM_001040256.1	767	409.346	3390.98	293.057
NM_001040257.1	1554	1187.52	21.7263	0.647233
NM_001040258.1	1250	883.523	12487.1	499.99
NM_001040259.1	1743	1376.52	62358	1602.6
NM_001040262.2	438	176.415	1	0.200531
NM_001040263.1	1550	1183.52	843	25.1981
NM_001040264.1	1600	1233.52	145	4.15851
NM_001040265.1	1689	1322.52	132.49	3.54403
NM_001040266.2	1599	1232.52	0	0
NM_001040267.1	1895	1528.52	78.2386	1.81078
NM_001040269.1	1397	1030.52	16.0557	0.551173
NM_001040270.1	509	214.676	478	78.7703
NM_001040277.1	2150	1783.52	17.1226	0.339631
NM_001040681.1	2499	2132.52	166	2.75379
NM_001042458.1	1737	1370.52	76.9085	1.98521
NM_001042460.1	1794	1427.52	900.752	22.3223
NM_001077808.1	5328	4961.52	69.3366	0.494384
NM_001077809.1	1344	977.523	0	0
NM_001077810.1	354	138.413	88	22.4917
NM_001077811.1	1287	920.523	0	0
NM_001077812.1	1470	1103.52	0	0
NM_001077813.1	3226	2859.52	162.881	2.01509
NM_001077814.1	387	152.529	0	0
NM_001077815.1	1855	1488.52	33.5055	0.796302
NM_001077816.1	1530	1163.52	0	0
NM_001077817.1	1194	827.523	3.71243	0.158707
