target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	884.523	527	445.224
NM_001011562.1	863	499.105	3	4.49165
NM_001011563.1	2084	1717.52	339	147.494
NM_001011564.2	1326	959.523	120	93.455
NM_001011565.1	3023	2656.52	17.5111	4.92578
NM_001011566.1	1503	1136.52	0	0
NM_001011567.1	4030	3663.52	0	0
NM_001011568.1	2077	1710.52	0	0
NM_001011570.1	582	260.955	59	168.952
NM_001011571.1	2093	1726.52	6.08229	2.63252
NM_001011572.1	2346	1979.52	2333	880.706
NM_001011573.1	3160	2793.52	0	0
NM_001011574.1	1940	1573.52	20	9.49803
NM_001011575.1	2163	1796.52	11	4.57548
NM_001011576.1	1195	828.523	0	0
NM_001011577.1	2389	2022.52	24.0432	8.88334
NM_001011578.1	5441	5074.52	2895	426.314
NM_001011579.1	1430	1063.52	0	0
NM_001011580.1	1544	1177.52	0	0
NM_001011581.1	2439	2072.52	61.8425	22.2979
NM_001011582.1	356	139.242	0	0
NM_001011583.2	635	299.157	15254	38103.1
NM_001011584.1	1606	1239.52	0	0
NM_001011585.1	1638	1271.52	0	0
NM_001011586.1	2205	1838.52	35	14.2258
NM_001011587.1	496	207.193	8.6073	31.0434
NM_001011588.1	724	371.387	4	8.04839
NM_001011589.1	624	290.915	23	59.0796
NM_001011590.1	574	255.524	0	0
NM_001011591.1	584	262.327	0	0
NM_001011592.1	1590	1223.52	491	299.879
NM_001011593.1	548	238.487	0	0
NM_001011594.1	4195	3828.52	0	0
NM_001011595.1	2818	2451.52	0	0
NM_001011596.1	4100	3733.52	42	8.40634
NM_001011597.1	2673	2306.52	0	0
NM_001011598.1	1624	1257.52	2099	1247.31
NM_001011599.1	1942	1575.52	0	0
NM_001011600.1	2052	1685.52	24	10.6403
NM_001011601.1	1830	1463.52	0	0
NM_001011602.1	2795	2428.52	20	6.1541
NM_001011603.1	1683	1316.52	286.092	162.388
NM_001011604.3	685	338.582	237.753	524.734
NM_001011605.1	1448	1081.52	4	2.76376
NM_001011606.1	1757	1390.52	0	0
NM_001011607.2	381	149.89	18895	94199.7
NM_001011608.1	1873	1506.52	37	18.3528
NM_001011610.1	1612	1245.52	10	5.99964
NM_001011611.2	369	144.712	103	531.875
NM_001011612.1	304	118.626	0	0
NM_001011613.1	710	359.42	8221	17092.3
NM_001011614.1	688	341.045	2539	5563.24
NM_001011615.1	664	321.643	2288	5315.68
NM_001011616.2	680	334.5	167	373.075
NM_001011617.1	374	146.854	953	4849.35
NM_001011618.1	523	222.986	25	83.7799
NM_001011619.1	1559	1192.52	3.79431	2.37762
NM_001011620.1	957	590.91	0	0
NM_001011621.1	3254	2887.52	0	0
NM_001011622.1	1529	1162.52	0	0
NM_001011623.1	3376	3009.52	0	0
NM_001011624.1	4969	4602.52	0	0
NM_001011625.2	1940	1573.52	0	0
NM_001011626.2	755	398.583	0.000290917	0.000545414
NM_001011627.1	2520	2153.52	104	36.0878
NM_001011628.2	1386	1019.52	0.214161	0.156971
NM_001011629.1	14440	14073.5	34.1736	1.81453
NM_001011630.1	630	295.391	170.927	432.405
NM_001011631.1	1741	1374.52	0	0
NM_001011632.2	2009	1642.52	0	0
NM_001011633.1	1533	1166.52	10.3222	6.61234
NM_001011634.2	3754	3387.52	3	0.661783
NM_001011635.1	1447	1080.52	17	11.7569
NM_001011636.1	570	252.842	807	2385.07
NM_001011637.1	1369	1002.52	0	0
NM_001011638.1	584	262.327	0	0
NM_001011639.2	1806	1439.52	0	0
NM_001011640.1	991	624.58	747	893.736
NM_001011641.1	970	603.765	0	0
NM_001011643.1	2378	2011.52	0	0
NM_001011644.2	1200	833.523	0	0
NM_001011650.1	2242	1875.52	0	0
NM_001011652.2	969	602.775	3	3.71914
NM_001011653.2	898	532.99	12.6375	17.7182
NM_001011654.2	749	393.249	34.1061	64.8099
NM_001012429.1	672	328.032	311.877	710.466
NM_001012615.1	1097	730.523	9	9.2063
NM_001012627.1	3153	2786.52	0	0
NM_001012962.1	3606	3239.52	0	0
NM_001012963.1	502	210.619	0	0
NM_001013006.1	2991	2624.52	0	0
NM_001013359.2	1964	1597.52	0	0
NM_001013361.1	4113	3746.52	20	3.98913
NM_001014429.1	1427	1060.52	3	2.11387
NM_001014430.1	438	176.415	0	0
NM_001014983.1	3250	2883.52	0	0
NM_001014991.1	7242	6875.52	7	0.760797
NM_001014992.2	2498	2131.52	0	0
NM_001014993.1	1386	1019.52	111.891	82.0118
NM_001014994.1	1892	1525.52	268.813	131.677
NM_001024697.1	1793	1426.52	155	81.195
NM_001032361.1	3585	3218.52	6	1.39306
NM_001037318.2	2515	2148.52	0	0
NM_001039968.1	1349	982.523	0	0
NM_001040203.1	644	306.019	3	7.32569
NM_001040204.1	793	433.065	4	6.90214
NM_001040205.1	698	349.329	121	258.837
NM_001040206.1	682	336.129	363	807.006
NM_001040207.1	1179	812.523	141	129.676
NM_001040208.1	582	260.955	126	360.812
NM_001040209.1	588	265.086	46.3619	130.692
NM_001040220.1	483	199.93	0	0
NM_001040221.1	459	187.084	0	0
NM_001040223.1	555	242.982	601	1848.32
NM_001040224.1	399	157.909	0	0
NM_001040225.1	407	161.574	0	0
NM_001040226.1	432	173.461	0	0
NM_001040227.1	724	371.387	63	126.762
NM_001040229.1	453	183.983	0	0
NM_001040230.1	13107	12740.5	3	0.175959
NM_001040231.1	363	142.17	0	0
NM_001040233.1	1647	1280.52	1108.39	646.819
NM_001040234.1	1500	1133.52	64.5809	42.5746
NM_001040235.2	6077	5710.52	0	0
NM_001040236.1	1767	1400.52	6741	3596.75
NM_001040237.1	5107	4740.52	0	0
NM_001040255.1	1893	1526.52	15	7.34285
NM_001040256.1	767	409.346	119.316	217.814
NM_001040257.1	1554	1187.52	13	8.18046
NM_001040258.1	1250	883.523	175.995	148.854
NM_001040259.1	1743	1376.52	10836	5882.5
NM_001040262.2	438	176.415	0	0
NM_001040263.1	1550	1183.52	20	12.6279
NM_001040264.1	1600	1233.52	8	4.8464
NM_001040265.1	1689	1322.52	8	4.52026
NM_001040266.2	1599	1232.52	0	0
NM_001040267.1	1895	1528.52	0.677736	0.331333
NM_001040269.1	1397	1030.52	0	0
NM_001040270.1	509	214.676	165	574.352
NM_001040277.1	2150	1783.52	0	0
NM_001040681.1	2499	2132.52	7	2.45291
NM_001042458.1	1737	1370.52	9.22339	5.02899
NM_001042460.1	1794	1427.52	38.3595	20.0801
NM_001077808.1	5328	4961.52	11.635	1.75238
NM_001077809.1	1344	977.523	0	0
NM_001077810.1	354	138.413	24	129.572
NM_001077811.1	1287	920.523	0	0
NM_001077812.1	1470	1103.52	0	0
NM_001077813.1	3226	2859.52	21	5.48785
NM_001077814.1	387	152.529	0	0
NM_001077815.1	1855	1488.52	0	0
NM_001077816.1	1530	1163.52	0	0
NM_001077817.1	1194	827.523	0	0
NM_001077818.1	1707	1340.52	0	0
NM_001077819.1	378	148.584	0	0
NM_001077820.1	351	137.175	233	1269.28
NM_001077821.1	4097	3730.52	0	0
NM_001077822.1	1533	1166.52	0	0
NM_001077823.2	516	218.798	7.40613e-05	0.000252945
NM_001077824.1	1842	1475.52	0	0
NM_001077825.1	1158	791.523	0	0
NM_001078661.1	315	122.838	0	0
NM_001079560.1	1607	1240.52	0	0
NM_001079561.1	1701	1334.52	0	0
NM_001080094.2	2123	1756.52	0	0
NM_001080095.1	1590	1223.52	0	0
NM_001080110.1	2703	2336.52	0	0
NM_001080205.1	2713	2346.52	3	0.955373
NM_001083630.1	1713	1346.52	3.24717	1.80205
NM_001085344.1	515	218.205	905	3099.28
NM_001085345.1	1491	1124.52	19495	12954.8
NM_001085346.1	509	214.676	7217.76	25124.4
NM_001097154.2	1766	1399.52	365.516	195.165
NM_001098167.1	767	409.346	217	396.137
NM_001098214.1	1863	1496.52	0	0
NM_001098215.2	2635	2268.52	19	6.25874
NM_001098217.1	2187	1820.52	0	0
NM_001098218.1	2148	1781.52	0	0
NM_001098219.1	2139	1772.52	0	0
NM_001098220.1	1806	1439.52	0	0
NM_001098221.1	1763	1396.52	0	0
NM_001098223.1	1436	1069.52	10	6.98693
NM_001098224.2	1333	966.523	79	61.0789
NM_001098228.1	1286	919.523	0	0
NM_001098229.1	1284	917.523	15	12.2166
