"gene_id" "target_id" "pval" "qval" "b" "description"
"724777" "NM_001270813.1" 7.24628679733386e-07 0.005243682792428 -1.07044068861525 NA
"410003" "XM_016913688.2" 9.1512788698569e-07 0.005243682792428 3.33527660794957 "GIGYF family protein CG11148"
"100576700" "XM_006558552.3" 2.47706149386835e-06 0.00709678117993283 1.78151700750772 "class A basic helix-loop-helix protein 15"
"100577408" "XM_026442498.1" 2.12938411124374e-06 0.00709678117993283 2.04882999719476 "leukocyte elastase inhibitor"
"725263" "XM_006568058.3" 4.49505652314722e-06 0.0103026695510534 1.37495217199012 "tumor protein p53-inducible nuclear protein 2"
"408877" "XM_016912569.2" 8.31149690938701e-06 0.0158749590969292 1.05193991636759 "neurogenic protein mastermind"
"551208" "XM_006571539.3" 3.43506352107603e-05 0.0492072849394142 -4.70967015000685 "3-hydroxyisobutyrate dehydrogenase%2C mitochondrial"
"552459" "XM_026444116.1" 3.29071752006652e-05 0.0492072849394142 1.0950540193604 "glycine-rich cell wall structural protein 1"
"113219380" "XM_026446000.1" 4.99617860277883e-05 0.0572562067878454 0.92540052563451 NA
"408877" "XM_392407.7" 4.93053278595416e-05 0.0572562067878454 1.02818201192075 "neurogenic protein mastermind"
"411347" "XM_026442980.1" 5.7927793975152e-05 0.0578722682120313 0.883462114384779 "peripheral plasma membrane protein CASK"
NA "XR_003306454.1" 6.05992337298757e-05 0.0578722682120313 1.7650588160849 NA
"409876" "XM_393365.6" 9.20773947530379e-05 0.0811697649130626 0.826892536619055 "interferon regulatory factor 2-binding protein-like B"
"409410" "XM_392925.6" 0.000101382074670201 0.0829884696943213 -5.6789074619742 "plasminogen activator inhibitor 1 RNA-binding protein"
"410439" "XM_026444738.1" 0.00012306902505325 0.0940247351406829 0.969049488515207 "basement membrane-specific heparan sulfate proteoglycan core protein"
"724995" "XM_001120897.5" 0.000134138538743591 0.0960767283750967 -1.02678249949936 "1-acyl-sn-glycerol-3-phosphate acyltransferase alpha"
"551737" "XM_624125.5" 0.000209922679110113 0.141512582505994 1.17502398961418 "synapsin"
"726269" "XM_003250478.4" 0.000235481410888622 0.142032472041242 -4.33097641683186 "probable phospholipid hydroperoxide glutathione peroxidase"
"107964189" "XM_016911303.2" 0.000232650119622965 0.142032472041242 1.12157805029376 NA
"727274" "NM_001256037.1" 0.000248704413781148 0.142507629096598 1.73395854091911 NA
"552209" "XM_016915830.2" 0.000300982054153268 0.164250206695069 0.986791837102737 "calmodulin-A"
"408411" "XM_026444698.1" 0.00033140510462799 0.172631931774399 0.847147270448245 "transcription factor Sox-2"
