target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	884.523	307	153.385
NM_001011562.1	863	499.105	16.1576	14.3067
NM_001011563.1	2084	1717.52	158	40.6543
NM_001011564.2	1326	959.523	73	33.6217
NM_001011565.1	3023	2656.52	1.15575	0.192266
NM_001011566.1	1503	1136.52	0	0
NM_001011567.1	4030	3663.52	0	0
NM_001011568.1	2077	1710.52	0	0
NM_001011570.1	582	260.955	5	8.46753
NM_001011571.1	2093	1726.52	1.05931	0.271145
NM_001011572.1	2346	1979.52	2456	548.302
NM_001011573.1	3160	2793.52	0	0
NM_001011574.1	1940	1573.52	5	1.40427
NM_001011575.1	2163	1796.52	18	4.42784
NM_001011576.1	1195	828.523	0	0
NM_001011577.1	2389	2022.52	0	0
NM_001011578.1	5441	5074.52	534	46.5049
NM_001011579.1	1430	1063.52	0	0
NM_001011580.1	1544	1177.52	0	0
NM_001011581.1	2439	2072.52	0	0
NM_001011582.1	356	139.242	7	22.2167
NM_001011583.2	635	299.157	35071	51808.5
NM_001011584.1	1606	1239.52	0	0
NM_001011585.1	1638	1271.52	0	0
NM_001011586.1	2205	1838.52	0	0
NM_001011587.1	496	207.193	168.772	359.979
NM_001011588.1	724	371.387	0	0
NM_001011589.1	624	290.915	144	218.75
NM_001011590.1	574	255.524	0	0
NM_001011591.1	584	262.327	0	0
NM_001011592.1	1590	1223.52	210.982	76.2053
NM_001011593.1	548	238.487	0	0
NM_001011594.1	4195	3828.52	0	0
NM_001011595.1	2818	2451.52	1	0.180267
NM_001011596.1	4100	3733.52	1	0.118368
NM_001011597.1	2673	2306.52	0	0
NM_001011598.1	1624	1257.52	872	306.445
NM_001011599.1	1942	1575.52	0	0
NM_001011600.1	2052	1685.52	23	6.03039
NM_001011601.1	1830	1463.52	9	2.71766
NM_001011602.1	2795	2428.52	1	0.181974
NM_001011603.1	1683	1316.52	499.19	167.568
NM_001011604.3	685	338.582	2244.49	2929.58
NM_001011605.1	1448	1081.52	33	13.4844
NM_001011606.1	1757	1390.52	2	0.63563
NM_001011607.2	381	149.89	129322	381286
NM_001011608.1	1873	1506.52	2	0.586687
NM_001011610.1	1612	1245.52	0	0
NM_001011611.2	369	144.712	1642	5014.43
NM_001011612.1	304	118.626	0	0
NM_001011613.1	710	359.42	4555	5600.66
NM_001011614.1	688	341.045	9363	12132.7
NM_001011615.1	664	321.643	2791	3834.76
NM_001011616.2	680	334.5	3684	4867.16
NM_001011617.1	374	146.854	3802	11441.4
NM_001011618.1	523	222.986	795	1575.59
NM_001011619.1	1559	1192.52	204.031	75.6105
NM_001011620.1	957	590.91	0	0
NM_001011621.1	3254	2887.52	0	0
NM_001011622.1	1529	1162.52	2	0.760293
NM_001011623.1	3376	3009.52	0	0
NM_001011624.1	4969	4602.52	0	0
NM_001011625.2	1940	1573.52	0	0
NM_001011626.2	755	398.583	101.344	112.365
NM_001011627.1	2520	2153.52	85	17.443
NM_001011628.2	1386	1019.52	10.5647	4.57946
NM_001011629.1	14440	14073.5	1315.53	41.3097
NM_001011630.1	630	295.391	194.207	290.55
NM_001011631.1	1741	1374.52	0	0
NM_001011632.2	2009	1642.52	8.43001e-06	2.26814e-06
NM_001011633.1	1533	1166.52	0	0
NM_001011634.2	3754	3387.52	0	0
NM_001011635.1	1447	1080.52	0	0
NM_001011636.1	570	252.842	319	557.563
NM_001011637.1	1369	1002.52	0	0
NM_001011638.1	584	262.327	0	0
NM_001011639.2	1806	1439.52	0	0
NM_001011640.1	991	624.58	165	116.748
NM_001011641.1	970	603.765	0	0
NM_001011643.1	2378	2011.52	0	0
NM_001011644.2	1200	833.523	2	1.06039
NM_001011650.1	2242	1875.52	0	0
NM_001011652.2	969	602.775	0	0
NM_001011653.2	898	532.99	18.3811	15.2407
NM_001011654.2	749	393.249	53.0253	59.5893
NM_001012429.1	672	328.032	82.5878	111.263
NM_001012615.1	1097	730.523	0	0
NM_001012627.1	3153	2786.52	0	0
NM_001012962.1	3606	3239.52	0	0
NM_001012963.1	502	210.619	0	0
NM_001013006.1	2991	2624.52	0	0
NM_001013359.2	1964	1597.52	1.96848	0.544548
NM_001013361.1	4113	3746.52	0	0
NM_001014429.1	1427	1060.52	4	1.66683
NM_001014430.1	438	176.415	0	0
NM_001014983.1	3250	2883.52	0	0
NM_001014991.1	7242	6875.52	0	0
NM_001014992.2	2498	2131.52	43.8257	9.08639
NM_001014993.1	1386	1019.52	12.2402	5.30572
NM_001014994.1	1892	1525.52	80	23.1752
NM_001024697.1	1793	1426.52	48	14.8701
NM_001032361.1	3585	3218.52	0	0
NM_001037318.2	2515	2148.52	0	0
NM_001039968.1	1349	982.523	0	0
NM_001040203.1	644	306.019	0	0
NM_001040204.1	793	433.065	20.6379	21.0603
NM_001040205.1	698	349.329	48	60.7237
NM_001040206.1	682	336.129	506.769	666.279
NM_001040207.1	1179	812.523	222	120.745
NM_001040208.1	582	260.955	55	93.1428
NM_001040209.1	588	265.086	162.419	270.77
NM_001040220.1	483	199.93	45	99.4686
NM_001040221.1	459	187.084	0	0
NM_001040223.1	555	242.982	707	1285.87
NM_001040224.1	399	157.909	4	11.1945
NM_001040225.1	407	161.574	0	0
NM_001040226.1	432	173.461	0	0
NM_001040227.1	724	371.387	168.231	200.185
NM_001040229.1	453	183.983	0	0
NM_001040230.1	13107	12740.5	49	1.69966
NM_001040231.1	363	142.17	0	0
NM_001040233.1	1647	1280.52	423.531	146.167
NM_001040234.1	1500	1133.52	7.63297	2.97588
NM_001040235.2	6077	5710.52	0	0
NM_001040236.1	1767	1400.52	224	70.6822
NM_001040237.1	5107	4740.52	18	1.67803
NM_001040255.1	1893	1526.52	0	0
NM_001040256.1	767	409.346	61.4857	66.3798
NM_001040257.1	1554	1187.52	0	0
NM_001040258.1	1250	883.523	344.002	172.066
NM_001040259.1	1743	1376.52	655	210.286
NM_001040262.2	438	176.415	0	0
NM_001040263.1	1550	1183.52	15	5.60102
NM_001040264.1	1600	1233.52	23	8.24011
NM_001040265.1	1689	1322.52	21	7.01727
NM_001040266.2	1599	1232.52	0	0
NM_001040267.1	1895	1528.52	0	0
NM_001040269.1	1397	1030.52	0	0
NM_001040270.1	509	214.676	533	1097.23
NM_001040277.1	2150	1783.52	0	0
NM_001040681.1	2499	2132.52	2	0.414466
NM_001042458.1	1737	1370.52	0	0
NM_001042460.1	1794	1427.52	79.158	24.5055
NM_001077808.1	5328	4961.52	0	0
NM_001077809.1	1344	977.523	0	0
NM_001077810.1	354	138.413	25	79.8206
NM_001077811.1	1287	920.523	0	0
NM_001077812.1	1470	1103.52	0	0
NM_001077813.1	3226	2859.52	14.9093	2.30418
NM_001077814.1	387	152.529	0	0
NM_001077815.1	1855	1488.52	0	0
NM_001077816.1	1530	1163.52	0	0
NM_001077817.1	1194	827.523	0	0
NM_001077818.1	1707	1340.52	0	0
NM_001077819.1	378	148.584	0	0
NM_001077820.1	351	137.175	77	248.066
NM_001077821.1	4097	3730.52	0	0
NM_001077822.1	1533	1166.52	0	0
NM_001077823.2	516	218.798	0	0
NM_001077824.1	1842	1475.52	0	0
NM_001077825.1	1158	791.523	0	0
NM_001078661.1	315	122.838	0	0
NM_001079560.1	1607	1240.52	0	0
NM_001079561.1	1701	1334.52	0	0
NM_001080094.2	2123	1756.52	0	0
NM_001080095.1	1590	1223.52	0	0
NM_001080110.1	2703	2336.52	13.2738	2.51061
NM_001080205.1	2713	2346.52	19	3.57834
NM_001083630.1	1713	1346.52	12.2819	4.03091
NM_001085344.1	515	218.205	1528	3094.65
NM_001085345.1	1491	1124.52	14288	5615.07
NM_001085346.1	509	214.676	16180.8	33309.6
NM_001097154.2	1766	1399.52	386.993	122.201
NM_001098167.1	767	409.346	18.6562	20.1412
NM_001098214.1	1863	1496.52	0	0
NM_001098215.2	2635	2268.52	0	0
NM_001098217.1	2187	1820.52	0	0
NM_001098218.1	2148	1781.52	0	0
NM_001098219.1	2139	1772.52	0	0
NM_001098220.1	1806	1439.52	0	0
NM_001098221.1	1763	1396.52	0	0
NM_001098223.1	1436	1069.52	1	0.413202
NM_001098224.2	1333	966.523	4	1.82894
NM_001098228.1	1286	919.523	3.1116	1.49545
NM_001098229.1	1284	917.523	0	0
NM_001098232.1	1146	779.523	4.27477	2.42346
NM_001098234.1	462	188.651	0	0
NM_001098717.1	2199	1832.52	0	0
NM_001101023.1	3033	2666.52	3	0.497197
NM_001104949.1	3122	2755.52	0	0
NM_001110712.2	754	397.692	1	1.11123
NM_001110764.1	2606	2239.52	122	24.0745
NM_001111255.1	2504	2137.52	0	0
NM_001112670.1	3330	2963.52	24.3521	3.63145
NM_001112671.1	3001	2634.52	41.6113	6.9801
NM_001112672.2	1701	1334.52	0	0
NM_001113285.1	2779	2412.52	0	0
NM_001113739.1	1509	1142.52	13.3042	5.14609
NM_001114188.1	1950	1583.52	0	0
NM_001114198.1	730	376.578	2910.85	3415.98
NM_001115078.1	2659	2292.52	6	1.15662
NM_001123013.2	6157	5790.52	0	0
NM_001126243.2	2949	2582.52	126.438	21.6364
NM_001126244.1	1674	1307.52	113	38.1928
NM_001131037.1	1164	797.523	0	0
NM_001131038.1	2722	2355.52	14	2.62659
NM_001134227.1	1704	1337.52	59.8279	19.7677
NM_001134333.1	282	110.398	0	0
NM_001134371.1	591	267.171	12	19.8493
NM_001134668.1	2541	2174.52	62	12.6003
NM_001134669.1	584	262.327	0	0
NM_001134722.1	105	46.6708	0	0
NM_001134828.1	1495	1128.52	23	9.00679
NM_001134934.1	3281	2914.52	0	0
NM_001134935.1	2337	1970.52	0	0
NM_001134936.1	1992	1625.52	0	0
NM_001134940.1	1464	1097.52	0	0
NM_001134942.1	1621	1254.52	14	4.93176
NM_001134943.1	1434	1067.52	0	0
NM_001134947.1	1760	1393.52	160	50.7409
NM_001134948.1	3181	2814.52	40.0328	6.28584
NM_001134949.1	3346	2979.52	145.013	21.5086
NM_001134950.1	2295	1928.52	0	0
NM_001135735.1	1032	665.523	793	526.578
NM_001135905.1	488	202.698	423	922.239
NM_001135909.1	320	124.777	3	10.6253
NM_001136187.1	614	283.563	105	163.641
NM_001136206.1	1002	635.523	0	0
NM_001136207.1	930	564.306	0	0
NM_001136208.1	1008	641.523	0	0
NM_001136209.1	1029	662.523	0	0
NM_001141964.1	2248	1881.52	409.392	96.1573
NM_001142436.1	1295	928.523	33.0597	15.7347
NM_001142461.1	824	461.968	6	5.73973
NM_001142561.1	1943	1576.52	2.54903	0.71454
NM_001142607.1	642	304.485	2	2.90279
NM_001142609.1	1671	1304.52	0	0
NM_001142637.1	999	632.523	0	0
NM_001142656.2	710	359.42	11	13.5252
NM_001142693.1	1386	1019.52	0	0
NM_001143878.1	1377	1010.52	0	0
NM_001143879.1	1428	1061.52	0	0
NM_001143880.1	1470	1103.52	0	0
NM_001143921.1	2102	1735.52	23.7727	6.05342
NM_001144839.2	596	270.673	28.1037	45.885
NM_001145735.2	1347	980.523	1.57997	0.712104
NM_001145736.1	2424	2057.52	0	0
NM_001145737.1	2433	2066.52	0	0
NM_001145738.1	2787	2420.52	0	0
NM_001145739.1	2553	2186.52	0	0
NM_001145740.1	3633	3266.52	9	1.21761
NM_001159303.1	1404	1037.52	0	0
NM_001159355.1	2782	2415.52	0	0
NM_001160048.1	2747	2380.52	164	30.4455
NM_001160050.1	2417	2050.52	2208	475.868
NM_001160052.1	2920	2553.52	608	105.224
NM_001160064.1	2844	2477.52	284	50.6586
NM_001160072.1	2237	1870.52	198	46.7794
NM_001160270.1	698	349.329	83.103	105.132
NM_001160405.2	2980	2613.52	0	0
NM_001161709.2	856	492.385	83	74.4947
NM_001161787.1	927	561.359	1325.09	1043.18
NM_001161788.1	843	479.966	233.907	215.37
NM_001161831.1	683	336.946	436	571.846
NM_001162398.1	165	68.7806	0	0
NM_001162513.1	4073	3706.52	0	0
NM_001162516.1	1758	1391.52	0	0
NM_001163463.1	481	198.832	107	237.82
NM_001163712.1	1155	788.523	1.67389e-07	9.38132e-08
NM_001163714.1	1566	1199.52	21.0937	7.77135
NM_001163715.1	854	490.469	249	224.357
NM_001163716.1	900	534.939	368.088	304.088
NM_001163717.1	2152	1785.52	6.82148	1.68836
NM_001164008.1	2209	1842.52	70	16.7895
NM_001164809.1	503	211.194	7	14.6477
NM_001164810.1	871	506.809	100	87.1982
NM_001165904.1	5715	5348.52	0	0
NM_001165905.1	6135	5768.52	0	0
NM_001165906.1	3754	3387.52	83.2214	10.8569
NM_001167709.1	732	378.317	8	9.34516
NM_001167720.1	599	272.79	0	0
NM_001167836.1	1455	1088.52	0	0
NM_001167893.1	1135	768.523	174	100.056
NM_001168336.1	1053	686.523	9	5.79349
NM_001168425.1	1144	777.523	4	2.27352
NM_001168700.1	993	626.565	0	0
NM_001170972.1	1128	761.523	50	29.0161
NM_001170973.1	1131	764.523	483	279.196
NM_001170974.1	1454	1087.52	34.5526	14.0409
NM_001171006.1	3549	3182.52	4.11702	0.571694
NM_001171051.1	4101	3734.52	0	0
NM_001171108.1	1209	842.523	0	0
NM_001171169.1	1520	1153.52	119.33	45.7167
NM_001172378.1	1201	834.523	94	49.7785
NM_001172379.1	1114	747.523	82	48.4777
NM_001172389.1	1026	659.523	0	0
NM_001172403.1	1330	963.523	421	193.096
NM_001172404.1	2427	2060.52	14.5197	3.1141
NM_001172405.1	228	90.9902	0	0
NM_001172406.1	908	542.746	1	0.814245
NM_001172718.1	2641	2274.52	10.1179	1.96586
NM_001174139.1	720	367.947	0	0
NM_001174140.1	599	272.79	0	0
NM_001174141.1	1037	670.523	0	0
NM_001174142.1	773	414.772	0	0
NM_001174143.1	884	519.383	2747.9	2338.11
NM_001174144.1	534	229.701	26	50.0222
NM_001174145.1	871	506.809	0	0
