target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	884.523	5136	759.606
NM_001011562.1	863	499.105	113.929	29.8616
NM_001011563.1	2084	1717.52	2742	208.851
NM_001011564.2	1326	959.523	309	42.1285
NM_001011565.1	3023	2656.52	43.726	2.15327
NM_001011566.1	1503	1136.52	1	0.115105
NM_001011567.1	4030	3663.52	0	0
NM_001011568.1	2077	1710.52	0	0
NM_001011570.1	582	260.955	248	124.325
NM_001011571.1	2093	1726.52	8.59634	0.651349
NM_001011572.1	2346	1979.52	4363	288.335
NM_001011573.1	3160	2793.52	9	0.421466
NM_001011574.1	1940	1573.52	31	2.57728
NM_001011575.1	2163	1796.52	35	2.54863
NM_001011576.1	1195	828.523	56	8.84211
NM_001011577.1	2389	2022.52	148.093	9.57888
NM_001011578.1	5441	5074.52	13733	354.032
NM_001011579.1	1430	1063.52	0	0
NM_001011580.1	1544	1177.52	0	0
NM_001011581.1	2439	2072.52	218.483	13.7908
NM_001011582.1	356	139.242	3	2.81853
NM_001011583.2	635	299.157	96126	42035.3
NM_001011584.1	1606	1239.52	0	0
NM_001011585.1	1638	1271.52	3.80946	0.391933
NM_001011586.1	2205	1838.52	0	0
NM_001011587.1	496	207.193	292.492	184.676
NM_001011588.1	724	371.387	34	11.9763
NM_001011589.1	624	290.915	448	201.458
NM_001011590.1	574	255.524	2	1.02393
NM_001011591.1	584	262.327	0	0
NM_001011592.1	1590	1223.52	2367.68	253.153
NM_001011593.1	548	238.487	0	0
NM_001011594.1	4195	3828.52	9.55923	0.326636
NM_001011595.1	2818	2451.52	10	0.533625
NM_001011596.1	4100	3733.52	92.4008	3.23765
NM_001011597.1	2673	2306.52	0	0
NM_001011598.1	1624	1257.52	16708	1738.12
NM_001011599.1	1942	1575.52	1	0.0830324
NM_001011600.1	2052	1685.52	89	6.90761
NM_001011601.1	1830	1463.52	0	0
NM_001011602.1	2795	2428.52	74	3.98623
NM_001011603.1	1683	1316.52	2117.2	210.38
NM_001011604.3	685	338.582	1865.85	720.916
NM_001011605.1	1448	1081.52	138	16.6923
NM_001011606.1	1757	1390.52	15	1.41119
NM_001011607.2	381	149.89	81935	71510.2
NM_001011608.1	1873	1506.52	221	19.1906
NM_001011610.1	1612	1245.52	0	0
NM_001011611.2	369	144.712	3040	2748.16
NM_001011612.1	304	118.626	0	0
NM_001011613.1	710	359.42	19565	7121.15
NM_001011614.1	688	341.045	27697	10624.1
NM_001011615.1	664	321.643	7283	2962.16
NM_001011616.2	680	334.5	140	54.7525
NM_001011617.1	374	146.854	1467	1306.82
NM_001011618.1	523	222.986	859.972	504.522
NM_001011619.1	1559	1192.52	172.356	18.9075
NM_001011620.1	957	590.91	0	0
NM_001011621.1	3254	2887.52	1.24189	0.0562639
NM_001011622.1	1529	1162.52	3	0.337592
NM_001011623.1	3376	3009.52	0	0
NM_001011624.1	4969	4602.52	5.13665	0.146001
NM_001011625.2	1940	1573.52	4	0.332552
NM_001011626.2	755	398.583	1827.31	599.744
NM_001011627.1	2520	2153.52	927	56.3122
NM_001011628.2	1386	1019.52	155.74	19.9836
NM_001011629.1	14440	14073.5	623.286	5.79371
NM_001011630.1	630	295.391	1226.58	543.216
NM_001011631.1	1741	1374.52	0	0
NM_001011632.2	2009	1642.52	8.35637e-06	6.65547e-07
NM_001011633.1	1533	1166.52	28.6267	3.21034
NM_001011634.2	3754	3387.52	0	0
NM_001011635.1	1447	1080.52	92	11.1385
NM_001011636.1	570	252.842	2997	1550.64
