target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	884.523	709	240.002
NM_001011562.1	863	499.105	113.91	68.3354
NM_001011563.1	2084	1717.52	533	92.9184
NM_001011564.2	1326	959.523	51	15.9145
NM_001011565.1	3023	2656.52	13.4823	1.5196
NM_001011566.1	1503	1136.52	0	0
NM_001011567.1	4030	3663.52	0	0
NM_001011568.1	2077	1710.52	0	0
NM_001011570.1	582	260.955	65	74.5804
NM_001011571.1	2093	1726.52	0	0
NM_001011572.1	2346	1979.52	4285	648.138
NM_001011573.1	3160	2793.52	0	0
NM_001011574.1	1940	1573.52	4	0.761139
NM_001011575.1	2163	1796.52	25	4.16663
NM_001011576.1	1195	828.523	20	7.22775
NM_001011577.1	2389	2022.52	8.51156	1.26007
NM_001011578.1	5441	5074.52	3158	186.335
NM_001011579.1	1430	1063.52	0	0
NM_001011580.1	1544	1177.52	0	0
NM_001011581.1	2439	2072.52	22.6585	3.27347
NM_001011582.1	356	139.242	0	0
NM_001011583.2	635	299.157	25570	25592.3
NM_001011584.1	1606	1239.52	0	0
NM_001011585.1	1638	1271.52	0	0
NM_001011586.1	2205	1838.52	0.236184	0.0384644
NM_001011587.1	496	207.193	18.9125	27.3308
NM_001011588.1	724	371.387	19	15.3181
NM_001011589.1	624	290.915	138	142.033
NM_001011590.1	574	255.524	0	0
NM_001011591.1	584	262.327	0	0
NM_001011592.1	1590	1223.52	962.315	235.495
NM_001011593.1	548	238.487	0	0
NM_001011594.1	4195	3828.52	7.58251	0.593005
NM_001011595.1	2818	2451.52	2	0.244271
NM_001011596.1	4100	3733.52	10	0.80197
NM_001011597.1	2673	2306.52	0	0
NM_001011598.1	1624	1257.52	2944	700.97
NM_001011599.1	1942	1575.52	0	0
NM_001011600.1	2052	1685.52	20	3.55281
NM_001011601.1	1830	1463.52	1	0.204587
NM_001011602.1	2795	2428.52	17	2.09596
NM_001011603.1	1683	1316.52	196.808	44.7603
NM_001011604.3	685	338.582	1573.01	1391.06
NM_001011605.1	1448	1081.52	15	4.15272
NM_001011606.1	1757	1390.52	0	0
NM_001011607.2	381	149.89	80537	160879
NM_001011608.1	1873	1506.52	33	6.55867
NM_001011610.1	1612	1245.52	3	0.721185
NM_001011611.2	369	144.712	709	1466.96
NM_001011612.1	304	118.626	0	0
NM_001011613.1	710	359.42	14385	11983.5
NM_001011614.1	688	341.045	3399	2984.13
NM_001011615.1	664	321.643	5185	4826.72
NM_001011616.2	680	334.5	3239	2899.29
NM_001011617.1	374	146.854	825	1682.08
NM_001011618.1	523	222.986	446	598.874
NM_001011619.1	1559	1192.52	11.2969	2.83641
NM_001011620.1	957	590.91	0	0
NM_001011621.1	3254	2887.52	0	0
NM_001011622.1	1529	1162.52	0	0
NM_001011623.1	3376	3009.52	0	0
NM_001011624.1	4969	4602.52	1.39296	0.0906195
NM_001011625.2	1940	1573.52	0	0
NM_001011626.2	755	398.583	466.452	350.401
NM_001011627.1	2520	2153.52	94	13.0694
NM_001011628.2	1386	1019.52	24.152	7.09306
NM_001011629.1	14440	14073.5	349.141	7.42805
NM_001011630.1	630	295.391	323.833	328.247
NM_001011631.1	1741	1374.52	0	0
NM_001011632.2	2009	1642.52	0	0
NM_001011633.1	1533	1166.52	0	0
NM_001011634.2	3754	3387.52	0	0
NM_001011635.1	1447	1080.52	23	6.3734
NM_001011636.1	570	252.842	1725	2042.76
NM_001011637.1	1369	1002.52	0	0
NM_001011638.1	584	262.327	0	0
NM_001011639.2	1806	1439.52	0	0
NM_001011640.1	991	624.58	2146	1028.77
NM_001011641.1	970	603.765	18	8.92651
NM_001011643.1	2378	2011.52	0	0
NM_001011644.2	1200	833.523	0	0
NM_001011650.1	2242	1875.52	0	0
